SEQN,Gender,Age,BodyWeight
98896,M,16,119.2
98897,M,0,7.6
98898,M,80,81.4
98899,F,66,86.4
98900,M,36,82.3
98901,M,65,103.6
98902,F,56,51.5
98903,F,73,86.2
98904,F,51,47.5
98905,M,63,75.7
98906,M,33,70.4
98907,M,56,77.2
98908,M,8,49.4
98909,M,68,78.7
98910,M,22,69.5
98911,F,9,36.6
98912,M,37,54.9
98913,F,17,78.4
98914,F,63,83.4
98915,F,6,17.5
98916,M,67,64.2
98917,F,56,74.9
98918,M,24,54.4
98919,F,14,81.9
98920,M,23,101.1
98921,F,26,104.8
98922,M,80,69
98923,F,48,104.7
98924,M,60,71
98925,F,21,106.1
98926,F,48,50.9
98927,F,18,63.5
98928,M,64,73.5
98929,M,62,96.5
98930,F,9,28.5
98931,F,68,69.7
98932,M,45,88.1
98933,F,46,52.9
98934,F,80,59.3
98935,M,25,110.3
98936,M,27,61.9
98937,F,1,10.6
98938,F,19,NA
98939,M,37,NA
98940,F,64,61.6
98941,F,59,50.2
98942,M,11,86.1
98943,M,8,36.6
98944,M,27,119.9
98945,M,43,140.2
98946,F,65,73.6
98947,M,48,63.2
98948,M,33,115.6
98949,M,3,16.5
98950,F,11,31.7
98951,F,52,88.8
98952,M,24,80
98953,F,19,50.3
98954,F,1,16.7
98955,M,21,91.7
98956,M,0,6
98957,M,74,81.6
98958,F,23,39.8
98959,M,75,72.4
98960,M,35,118.4
98961,F,77,52.8
98962,F,17,57.8
98963,F,11,43.3
98964,M,80,84.3
98965,F,67,92.9
98966,F,68,76.4
98967,F,13,44.3
98968,M,33,119.1
98969,M,1,11.2
98970,F,15,NA
98971,F,28,79.5
98972,F,67,67.2
98973,F,1,12.5
98974,M,9,26.8
98975,M,16,96.3
98976,F,57,59.3
98977,F,67,59.6
98978,M,12,47.4
98979,M,9,28.5
98980,M,54,83.7
98981,M,31,46.9
98982,F,25,53.8
98983,M,57,NA
98984,M,8,31.2
98985,F,31,51.3
98986,F,14,50.2
98987,F,80,NA
98988,F,59,92.8
98989,F,76,100.1
98990,M,64,NA
98991,M,55,NA
98992,M,56,127.6
98993,F,1,9.9
98994,M,30,116.8
98995,F,55,77
98996,F,69,66.4
98997,M,73,67.4
98998,F,51,96.3
98999,F,1,11
99000,M,5,18.2
99001,M,37,78.4
99002,M,73,88.1
99003,F,17,76.9
99004,M,15,49
99005,F,26,108.1
99006,F,13,40.5
99007,M,26,74.4
99008,M,9,26.7
99009,F,38,74.2
99010,M,0,6.7
99011,M,77,56.7
99012,F,51,58.5
99013,F,19,52.8
99014,M,68,100.5
99015,M,18,74
99016,M,36,70.1
99017,F,2,17.3
99018,F,68,82.8
99019,F,41,131.9
99020,M,2,11.8
99021,M,4,16.2
99022,M,16,NA
99023,M,32,77.1
99024,F,38,64.6
99025,F,45,56
99026,F,75,59.9
99027,F,9,68.1
99028,F,42,84.6
99029,M,46,76.6
99030,F,7,25.7
99031,M,0,NA
99032,F,11,29.4
99033,M,56,75.7
99034,M,15,NA
99035,F,6,23.1
99036,M,44,94.3
99037,F,14,52.2
99038,F,27,92.1
99039,F,17,87.5
99040,M,6,35.1
99041,F,19,NA
99042,M,63,61.1
99043,M,18,73.5
99044,F,71,97.7
99045,F,1,12.1
99046,F,16,85.1
99047,F,80,46.6
99048,M,14,42.4
99049,M,6,21.2
99050,F,34,NA
99051,F,17,53
99052,M,24,NA
99053,F,9,25.9
99054,F,0,9.3
99055,F,11,42.6
99056,F,80,60.1
99057,M,61,76
99058,F,64,51.3
99059,F,7,29.5
99060,M,55,140.9
99061,M,2,12.5
99062,F,29,57
99063,M,41,90
99064,F,60,89
99065,M,19,NA
99066,M,19,81
99067,M,39,66.1
99068,M,76,67.8
99069,F,80,89.1
99070,M,70,79
99071,F,12,51.6
99072,M,5,26.1
99073,F,6,23.2
99074,M,67,69
99075,M,2,13
99076,M,10,34.7
99077,M,3,17
99078,F,2,14.7
99079,F,7,37.8
99080,M,10,NA
99081,M,59,60.5
99082,F,18,NA
99083,M,78,62.3
99084,F,80,92.3
99085,M,8,62.6
99086,M,7,32.8
99087,M,66,56.6
99088,F,7,26.3
99089,F,25,61.4
99090,F,80,NA
99091,M,15,105.8
99092,F,24,NA
99093,F,2,12.3
99094,M,8,25.5
99095,F,47,45.8
99096,F,15,62.7
99097,M,50,NA
99098,F,39,83.1
99099,F,45,91.4
99100,M,75,108.8
99101,F,80,67.6
99102,M,50,81.3
99103,M,39,83.2
99104,F,63,68.4
99105,F,39,63.9
99106,M,6,24.2
99107,F,16,54.5
99108,M,51,84.5
99109,F,5,23
99110,F,20,43.2
99111,F,48,66.9
99112,F,5,21.3
99113,M,42,NA
99114,M,41,75.9
99115,F,2,15.4
99116,F,53,52.4
99117,F,72,72.9
99118,F,0,8.4
99119,F,4,15.6
99120,M,17,107
99121,F,20,82.7
99122,M,4,NA
99123,M,29,43.7
99124,M,12,40.7
99125,F,20,48.8
99126,M,12,62.3
99127,F,67,50.9
99128,M,36,80.8
99129,F,51,NA
99130,M,59,126.4
99131,F,56,143.5
99132,F,0,5.2
99133,M,74,92.5
99134,M,71,52.1
99135,F,15,65.1
99136,M,40,80.3
99137,M,2,14.8
99138,M,31,73.4
99139,F,12,77.2
99140,F,62,80.1
99141,F,9,25.3
99142,F,7,29.3
99143,F,2,12.8
99144,F,78,NA
99145,M,4,18.7
99146,M,2,13.6
99147,M,1,12.6
99148,F,78,55.8
99149,F,3,NA
99150,M,67,NA
99151,F,22,69.2
99152,F,72,121.1
99153,F,53,61.8
99154,M,24,94.6
99155,M,28,79
99156,M,61,55.3
99157,F,62,50.4
99158,F,3,18.5
99159,F,57,60.7
99160,F,43,83.1
99161,F,0,9.6
99162,M,0,4.7
99163,F,2,9.5
99164,F,9,52.3
99165,F,14,61.8
99166,F,10,29.2
99167,F,50,79.1
99168,F,40,53.5
99169,M,60,79
99170,F,5,25.2
99171,M,37,84.2
99172,M,68,73.3
99173,M,18,59.1
99174,F,65,82.4
99175,M,69,73.2
99176,F,63,54.8
99177,F,0,5.4
99178,M,68,74.3
99179,F,80,48.1
99180,F,3,NA
99181,M,29,74.4
99182,F,34,79.7
99183,M,68,113
99184,M,17,59
99185,M,0,6.5
99186,M,26,91.8
99187,M,42,102.9
99188,M,80,78.1
99189,M,16,85.2
99190,F,53,63.5
99191,F,80,62.2
99192,F,18,NA
99193,F,44,84.5
99194,F,30,75.9
99195,M,43,164.2
99196,F,1,11
99197,F,28,54
99198,F,22,76.2
99199,M,14,56.4
99200,F,49,93.8
99201,F,18,66
99202,F,9,43.1
99203,F,6,NA
99204,F,65,60.2
99205,F,9,48.7
99206,M,0,6.9
99207,F,24,66.7
99208,M,41,89.6
99209,F,80,55.9
99210,M,71,115.2
99211,M,17,76.8
99212,M,33,76.9
99213,F,8,42.1
99214,M,0,11.7
99215,M,14,71.4
99216,F,2,17.8
99217,M,17,58.4
99218,M,9,30.3
99219,M,10,33.6
99220,F,78,76.7
99221,M,19,72.1
99222,F,66,68.2
99223,F,14,63.5
99224,F,46,94
99225,F,11,46.8
99226,F,47,73.6
99227,M,52,79.8
99228,F,10,61.5
99229,F,19,NA
99230,F,61,90.4
99231,F,37,76.5
99232,M,30,117.8
99233,F,20,49.6
99234,M,33,99.3
99235,F,2,10.8
99236,M,6,22.9
99237,F,44,57.9
99238,F,12,46.7
99239,F,78,113.6
99240,F,54,49.9
99241,M,71,99.4
99242,F,46,69.4
99243,M,80,74.7
99244,F,23,NA
99245,M,9,33.6
99246,F,39,75.3
99247,M,23,100.8
99248,M,66,67.9
99249,F,18,69
99250,F,9,25.4
99251,M,45,89.6
99252,M,2,13
99253,F,7,27.6
99254,M,7,27.2
99255,F,56,140.5
99256,M,69,85.4
99257,F,49,78.9
99258,M,49,123
99259,F,80,51
99260,F,48,100.3
99261,M,8,50.1
99262,M,63,79.5
99263,F,50,55.4
99264,M,8,NA
99265,F,67,82.8
99266,M,10,34.4
99267,M,1,11.5
99268,M,0,9.2
99269,M,79,49.6
99270,F,62,80.7
99271,F,56,42.3
99272,F,4,NA
99273,F,5,17.8
99274,F,53,75.8
99275,F,18,71.8
99276,M,6,30.3
99277,M,58,73.3
99278,M,35,85
99279,F,34,76
99280,M,31,122.2
99281,M,2,13.9
99282,F,42,104.8
99283,M,68,75.1
99284,M,37,54
99285,F,61,84.1
99286,F,14,63.6
99287,M,57,99.4
99288,F,5,NA
99289,F,64,86.9
99290,M,61,72.8
99291,M,42,83.5
99292,M,29,44.7
99293,M,75,63
99294,M,9,27
99295,F,12,34.9
99296,F,77,53.2
99297,M,32,86.3
99298,F,59,54.5
99299,F,62,83.5
99300,F,44,70.1
99301,M,1,13
99302,M,14,42.5
99303,F,68,70.9
99304,M,29,101.7
99305,M,50,93.3
99306,M,17,51.1
99307,F,3,12.1
99308,M,26,77.9
99309,F,80,62.9
99310,F,74,81.6
99311,M,80,97.5
99312,M,70,97.5
99313,F,64,63
99314,M,2,11.5
99315,M,22,65.7
99316,M,47,81.1
99317,M,20,NA
99318,F,28,64.5
99319,M,10,45.6
99320,F,30,53.6
99321,M,45,77.4
99322,F,35,74.9
99323,F,10,45.9
99324,F,5,21
99325,M,16,58.6
99326,M,0,8.5
99327,M,59,119.5
99328,M,6,25.8
99329,M,60,67.7
99330,M,35,85
99331,F,2,10.7
99332,F,63,81.7
99333,F,73,53.2
99334,M,3,13.5
99335,M,46,73
99336,M,0,4.3
99337,M,6,NA
99338,F,37,70
99339,F,21,93.4
99340,F,52,51.5
99341,F,63,77.3
99342,M,6,18.3
99343,F,80,76.6
99344,M,45,93.9
99345,M,52,86.7
99346,M,26,68.2
99347,F,14,66.1
99348,F,80,82.7
99349,M,37,183
99350,M,33,NA
99351,M,80,108
99352,F,7,20.9
99353,F,30,138.9
99354,F,19,115
99355,M,10,59.5
99356,M,3,13.9
99357,M,0,7.7
99358,M,43,68.7
99359,F,37,69.4
99360,M,8,22.7
99361,M,34,100.1
99362,F,2,14.1
99363,M,4,17.6
99364,M,52,65.4
99365,F,8,52.7
99366,F,47,95.2
99367,M,9,41.2
99368,M,2,11.7
99369,M,13,56.7
99370,F,48,97.8
99371,M,8,38.9
99372,F,67,58.7
99373,M,15,85.5
99374,F,60,71.5
99375,M,2,14.6
99376,M,53,98.7
99377,F,80,63.5
99378,F,36,70.5
99379,F,4,20.3
99380,F,80,NA
99381,F,80,NA
99382,M,7,22.7
99383,F,75,64.9
99384,M,35,NA
99385,F,68,66.1
99386,M,10,31.4
99387,F,80,70.2
99388,F,55,139.9
99389,F,59,91.9
99390,F,41,75.2
99391,M,72,68.9
99392,F,48,59.4
99393,M,70,84.3
99394,M,20,67.8
99395,F,8,31.3
99396,F,22,84
99397,M,79,NA
99398,M,7,25.3
99399,F,5,NA
99400,F,26,74.3
99401,F,22,62.7
99402,M,60,131.2
99403,F,11,55.6
99404,F,34,70.9
99405,M,54,114.6
99406,F,1,9.5
99407,F,49,120
99408,F,2,14.8
99409,F,11,58.4
99410,F,52,97.6
99411,F,80,NA
99412,M,70,70.6
99413,M,15,73.9
99414,F,4,19.7
99415,F,73,76.3
99416,M,45,70.6
99417,M,18,71
99418,F,61,61.8
99419,M,46,72.9
99420,F,51,81.6
99421,M,61,135.3
99422,M,57,81.9
99423,F,1,10.4
99424,M,54,99.1
99425,F,57,97.3
99426,M,24,NA
99427,F,45,107.7
99428,F,19,55.4
99429,F,62,72.1
99430,M,36,115.1
99431,F,48,84.1
99432,M,9,52.9
99433,F,2,10.5
99434,M,34,68.4
99435,M,20,79.1
99436,F,22,100.8
99437,F,80,57.3
99438,F,41,69
99439,F,34,50.6
99440,F,55,65.3
99441,F,65,63.1
99442,F,35,60.9
99443,M,57,132.3
99444,M,52,98.6
99445,M,15,67.3
99446,F,29,71
99447,M,12,47.5
99448,M,49,74.1
99449,M,41,109.9
99450,M,17,70.4
99451,F,17,123.9
99452,F,63,49
99453,F,29,61.1
99454,M,57,102
99455,F,14,66.4
99456,M,26,72.3
99457,M,40,63.2
99458,F,0,NA
99459,F,20,109.5
99460,M,30,64.7
99461,M,61,70.3
99462,M,12,34.3
99463,F,23,77.6
99464,M,48,76.7
99465,F,70,60.9
99466,F,29,90.1
99467,M,11,64.3
99468,F,11,44
99469,M,59,109.4
99470,F,56,130.8
99471,M,19,101.1
99472,M,11,35.7
99473,M,41,82.5
99474,F,63,124.2
99475,M,60,110.6
99476,F,8,28.1
99477,M,63,94.8
99478,F,1,11
99479,F,58,91.4
99480,F,13,36.5
99481,F,32,64.4
99482,M,0,6.8
99483,M,74,78.3
99484,F,51,109.1
99485,M,4,NA
99486,M,62,65
99487,M,10,27.3
99488,M,57,70.3
99489,M,51,77.9
99490,M,80,NA
99491,M,18,81.3
99492,M,80,77
99493,M,9,27.1
99494,F,46,71
99495,F,43,49.2
99496,F,43,57.9
99497,F,56,75
99498,M,32,82
99499,M,70,80
99500,M,61,66.5
99501,F,78,68.3
99502,M,18,91.7
99503,F,61,114.3
99504,M,10,NA
99505,F,45,75.8
99506,M,69,91.5
99507,F,78,79.6
99508,M,0,8.6
99509,F,73,82.2
99510,F,35,43.1
99511,F,55,76.6
99512,F,65,53.8
99513,F,36,80.6
99514,M,73,NA
99515,M,1,10.1
99516,M,10,43.7
99517,F,39,82.2
99518,M,80,94.3
99519,F,65,56.4
99520,F,9,74.2
99521,F,77,85.8
99522,M,68,118.3
99523,F,4,18
99524,M,80,71.9
99525,F,26,82.6
99526,F,29,97.7
99527,M,5,17.4
99528,F,3,17.1
99529,M,0,9.2
99530,M,3,35
99531,F,55,68.6
99532,F,63,61.1
99533,F,73,65
99534,F,67,87.1
99535,M,72,84.4
99536,F,36,126.6
99537,M,71,NA
99538,M,66,99.3
99539,M,22,149.5
99540,M,57,75
99541,M,43,112.7
99542,M,12,40.1
99543,M,69,67.7
99544,M,12,50.9
99545,M,29,84.7
99546,M,2,11.4
99547,M,19,77.7
99548,M,66,78.9
99549,F,14,58.3
99550,M,5,26.4
99551,M,9,31.4
99552,F,18,112
99553,M,10,27.2
99554,M,72,95.6
99555,F,10,39.4
99556,F,62,NA
99557,F,7,NA
99558,F,5,19.4
99559,F,14,82.3
99560,F,7,25.6
99561,F,9,32.9
99562,M,6,21.3
99563,M,52,92.5
99564,F,76,59.5
99565,M,80,80
99566,F,0,5.6
99567,M,16,55.3
99568,F,52,45.7
99569,F,8,24.5
99570,M,10,45.7
99571,F,11,65.2
99572,F,45,NA
99573,M,25,74.3
99574,M,63,115.1
99575,F,74,73.5
99576,M,7,25
99577,F,27,84.2
99578,M,10,48.7
99579,M,17,72.6
99580,M,66,74.9
99581,F,8,30.8
99582,M,9,60.3
99583,F,23,51.7
99584,M,21,86.7
99585,M,35,92.5
99586,F,9,30.2
99587,M,17,93
99588,F,12,68
99589,M,56,120.6
99590,F,54,96.9
99591,F,13,49.7
99592,F,4,16.8
99593,M,34,71.2
99594,F,8,42.7
99595,M,19,NA
99596,M,48,79.1
99597,M,80,87
99598,M,10,50.2
99599,F,48,90.6
99600,F,55,68.8
99601,F,10,53
99602,F,64,101.1
99603,M,70,102.9
99604,M,80,64.2
99605,M,46,135.4
99606,F,70,107.2
99607,F,8,42.8
99608,F,10,51
99609,M,46,141.3
99610,M,65,95.5
99611,F,13,52.6
99612,M,3,15.4
99613,M,38,88.9
99614,M,17,71.4
99615,F,63,115.4
99616,F,39,179.2
99617,M,15,65.4
99618,M,46,64
99619,M,50,76.1
99620,M,1,NA
99621,M,63,69.7
99622,F,61,96.7
99623,M,1,8.8
99624,M,45,92.7
99625,M,68,88.2
99626,F,2,12
99627,M,5,18.9
99628,F,52,56.2
99629,F,14,99.1
99630,M,73,101.5
99631,M,40,63.3
99632,M,18,71.4
99633,M,60,120.6
99634,F,1,11.1
99635,F,65,96.2
99636,F,53,121.3
99637,M,30,86.5
99638,M,1,10
99639,F,16,60.4
99640,M,6,31
99641,M,23,79.4
99642,F,42,NA
99643,F,80,53.9
99644,M,6,NA
99645,F,80,69.4
99646,F,77,NA
99647,M,76,77.5
99648,F,6,24.4
99649,F,7,24.1
99650,F,4,15.6
99651,M,8,22.2
99652,M,1,10.2
99653,M,53,70.7
99654,M,5,18.3
99655,M,38,80
99656,F,5,19.3
99657,F,5,22.3
99658,F,66,83.3
99659,F,41,61.5
99660,M,75,NA
99661,F,48,62
99662,F,65,98.2
99663,M,15,59.1
99664,F,4,19.8
99665,F,46,69.4
99666,M,4,20.4
99667,M,3,15.4
99668,M,63,89.1
99669,F,11,43.5
99670,M,66,96.3
99671,F,8,43.2
99672,F,32,59.5
99673,F,2,12.6
99674,M,71,85.2
99675,F,53,103.3
99676,F,51,60.8
99677,M,14,57.7
99678,F,38,63.1
99679,M,61,90.1
99680,M,62,72.5
99681,F,13,77.1
99682,M,80,82.1
99683,F,80,73.3
99684,F,64,49.7
99685,M,38,NA
99686,M,40,78.9
99687,M,8,24.4
99688,M,7,20.9
99689,M,28,77.4
99690,F,10,50.7
99691,F,44,64.9
99692,M,3,14.7
99693,F,0,8.5
99694,M,48,101.8
99695,F,37,127.9
99696,F,14,53.4
99697,F,18,82.1
99698,F,74,93
99699,M,15,84.3
99700,M,70,65
99701,M,1,8.7
99702,M,65,68.2
99703,F,80,61.1
99704,M,3,30.2
99705,F,40,90.2
99706,F,12,35.5
99707,M,51,NA
99708,F,63,73.3
99709,M,26,74.7
99710,F,30,58.2
99711,F,58,72.3
99712,M,9,28.2
99713,M,14,52.6
99714,F,35,92.7
99715,F,24,122.1
99716,M,35,77.1
99717,F,60,72.8
99718,F,10,48.3
99719,F,60,52
99720,M,53,80.2
99721,F,20,74.8
99722,F,2,14.4
99723,M,10,91.6
99724,M,56,84.5
99725,M,1,12.8
99726,F,77,61.1
99727,F,78,71.5
99728,F,15,58.4
99729,M,10,41.4
99730,M,9,31.4
99731,M,4,21.4
99732,F,13,65.5
99733,F,3,11.9
99734,M,8,23.3
99735,M,15,72.4
99736,M,62,96.9
99737,F,14,77.9
99738,M,7,27
99739,M,17,57.5
99740,M,64,59.4
99741,M,80,83.1
99742,M,79,100.5
99743,F,80,71.1
99744,F,51,67
99745,M,33,87.6
99746,F,2,14.3
99747,F,80,79
99748,F,0,5.2
99749,F,33,123.3
99750,F,0,4.2
99751,F,27,90.8
99752,M,1,10.2
99753,F,9,32.6
99754,M,36,79.6
99755,M,0,6.7
99756,F,5,28.2
99757,F,18,47.7
99758,F,80,71.4
99759,M,50,105.3
99760,M,67,123.4
99761,F,20,51.4
99762,F,55,81.7
99763,F,54,57.7
99764,F,14,NA
99765,F,46,66.6
99766,M,49,70.9
99767,F,2,12.9
99768,F,28,120
99769,F,15,56.3
99770,M,16,55.3
99771,F,19,59.1
99772,F,43,133
99773,M,16,100.6
99774,F,80,NA
99775,M,24,NA
99776,M,71,119.9
99777,M,21,102.1
99778,M,46,69.2
99779,F,41,NA
99780,F,47,NA
99781,M,4,20.8
99782,F,53,62.8
99783,M,35,92.9
99784,M,3,19.5
99785,F,80,81.8
99786,M,44,99.4
99787,F,0,3.9
99788,M,17,60.3
99789,M,0,8.9
99790,M,24,78.7
99791,M,8,37.1
99792,M,69,77
99793,F,26,78.2
99794,M,55,NA
99795,F,21,122.1
99796,F,58,NA
99797,M,65,54.8
99798,M,29,114.9
99799,F,16,66
99800,M,18,89.5
99801,M,32,NA
99802,F,12,52.1
99803,F,13,58
99804,M,61,95.8
99805,M,0,9.3
99806,F,70,76.3
99807,M,27,76.9
99808,F,39,77
99809,F,2,17.9
99810,M,13,54.2
99811,F,48,76.5
99812,M,9,39
99813,M,48,77.5
99814,F,10,NA
99815,F,71,121.1
99816,F,55,97.2
99817,F,57,72.5
99818,M,11,53.3
99819,M,50,89.8
99820,M,80,62.1
99821,M,46,NA
99822,F,28,52.4
99823,M,4,15.7
99824,F,33,63.6
99825,M,67,109.2
99826,M,16,119.8
99827,F,3,15.9
99828,F,16,39.3
99829,M,13,57.2
99830,M,18,71.8
99831,M,58,92.2
99832,M,1,12.5
99833,M,70,69.6
99834,M,44,59.2
99835,F,3,NA
99836,M,13,62.2
99837,M,5,18.5
99838,F,48,83.7
99839,M,42,97.5
99840,F,74,64.1
99841,M,21,71.7
99842,M,47,98.9
99843,F,1,11.8
99844,M,45,120.7
99845,M,6,23.1
99846,M,2,14.4
99847,F,18,NA
99848,F,39,69.4
99849,M,3,15.4
99850,M,4,17.9
99851,F,71,57.9
99852,F,21,85.8
99853,M,14,83.6
99854,F,69,105.7
99855,M,34,108.9
99856,M,54,85.8
99857,F,36,86.6
99858,M,58,136.6
99859,M,4,17.9
99860,F,43,NA
99861,F,30,56.2
99862,M,1,10.8
99863,M,57,NA
99864,F,36,124.3
99865,M,9,NA
99866,M,61,150.9
99867,M,29,66.4
99868,F,70,92.5
99869,M,24,77.4
99870,M,80,96.3
99871,F,25,99.5
99872,F,31,88.5
99873,M,49,67.8
99874,M,60,62
99875,F,15,102.1
99876,M,25,100.3
99877,M,7,31.2
99878,M,8,NA
99879,F,27,49.7
99880,M,9,42.6
99881,F,55,56
99882,F,13,60.4
99883,M,51,83.7
99884,M,64,95.8
99885,F,30,75.7
99886,F,63,68.3
99887,F,27,76.1
99888,M,6,NA
99889,F,8,25.8
99890,F,68,99
99891,F,36,53.7
99892,F,19,58
99893,F,41,76.9
99894,M,32,73.7
99895,M,73,90.2
99896,M,47,79.9
99897,F,6,20.2
99898,M,33,142.4
99899,M,59,94.8
99900,M,50,76.8
99901,F,36,110.7
99902,M,12,85.1
99903,M,5,14.7
99904,F,12,NA
99905,M,45,90.3
99906,M,80,NA
99907,F,66,58.5
99908,F,63,80.1
99909,M,42,85.4
99910,F,30,56.4
99911,F,14,60.4
99912,M,12,74.1
99913,M,74,109
99914,F,70,85.1
99915,M,16,64.9
99916,M,5,NA
99917,F,10,40.1
99918,F,33,67.2
99919,M,80,63.9
99920,F,36,84.6
99921,F,14,69.9
99922,M,63,96
99923,M,6,24.4
99924,F,21,52.4
99925,M,38,82.9
99926,F,54,83.9
99927,M,25,110.1
99928,M,29,128
99929,M,39,95.9
99930,F,63,53.9
99931,F,20,58.1
99932,M,31,78.2
99933,M,17,141.7
99934,F,26,157.4
99935,F,42,91
99936,M,0,7.8
99937,F,54,63.8
99938,F,37,51.5
99939,F,39,62.1
99940,M,8,41.5
99941,F,56,85.1
99942,F,35,67.3
99943,M,11,57.4
99944,M,9,43.4
99945,F,74,54.6
99946,M,0,10.6
99947,F,56,90.9
99948,F,80,59.3
99949,F,21,80.8
99950,M,80,93.6
99951,F,38,67.4
99952,M,61,95.5
99953,M,73,84.1
99954,M,71,57.1
99955,F,11,NA
99956,F,4,20.8
99957,F,80,NA
99958,M,3,17.4
99959,M,48,112
99960,F,11,46.1
99961,F,39,65.4
99962,F,26,NA
99963,M,0,8.7
99964,F,21,79.1
99965,M,5,29.4
99966,F,46,55.7
99967,F,14,59.5
99968,F,19,85.1
99969,M,69,94.6
99970,M,16,32.8
99971,M,17,75.1
99972,F,13,50.1
99973,M,14,69.9
99974,F,26,54.6
99975,M,11,84.6
99976,F,11,37.1
99977,F,77,94.9
99978,M,3,17.7
99979,F,80,45.6
99980,F,8,27.7
99981,F,4,15.9
99982,M,17,63.4
99983,F,33,150.6
99984,F,54,87.7
99985,F,37,67.5
99986,F,31,101.9
99987,M,58,86.3
99988,M,18,91.9
99989,F,21,89.2
99990,M,80,97.7
99991,M,64,69.6
99992,F,61,105.8
99993,F,30,NA
99994,F,48,64.9
99995,F,14,55.2
99996,F,51,84.6
99997,F,64,61.8
99998,F,10,38.6
99999,M,25,94.2
1.00E+05,F,21,73.9
100001,M,39,96
100002,F,9,44.5
100003,F,19,62.5
100004,F,65,60.2
100005,M,0,8.3
100006,F,9,25.5
100007,F,63,78.2
100008,F,56,73.3
100009,F,19,86.5
100010,M,80,NA
100011,F,6,16.4
100012,M,51,130.7
100013,F,43,59
100014,F,19,57.5
100015,M,27,69.8
100016,M,36,82.8
100017,M,14,56.5
100018,M,22,66.9
100019,M,22,57.7
100020,M,65,118.7
100021,F,11,38.4
100022,M,13,52.8
100023,F,40,NA
100024,F,39,91.2
100025,F,35,148.9
100026,F,22,75.4
100027,F,0,7.5
100028,F,2,14.3
100029,F,20,54.3
100030,M,64,NA
100031,M,8,22.2
100032,F,27,48
100033,F,62,71.2
100034,F,0,8
100035,F,18,54.5
100036,M,4,19.9
100037,M,54,86.8
100038,M,11,51.4
100039,M,28,68.3
100040,M,24,112.3
100041,M,47,89.5
100042,F,16,103.8
100043,F,67,108.4
100044,M,27,73.7
100045,F,2,11.2
100046,M,51,107.6
100047,M,42,79
100048,M,12,67.6
100049,F,13,42.9
100050,M,15,63.8
100051,M,66,136.2
100052,F,8,39.6
100053,F,77,58.5
100054,F,10,26.9
100055,F,47,76
100056,M,57,132.5
100057,F,9,34
100058,M,8,30.2
100059,M,25,NA
100060,M,2,NA
100061,F,55,54.4
100062,F,48,61.1
100063,F,6,19
100064,F,71,62.9
100065,M,14,50.8
100066,M,9,26
100067,M,69,135.1
100068,F,22,57.8
100069,F,20,53.1
100070,F,28,59.2
100071,M,71,71.1
100072,F,33,49.8
100073,M,18,70.6
100074,M,65,NA
100075,M,7,NA
100076,M,54,NA
100077,F,32,82.2
100078,M,75,NA
100079,F,80,56.4
100080,M,5,22.5
100081,M,7,NA
100082,F,18,200.9
100083,F,80,51.6
100084,F,0,4.8
100085,M,64,95.7
100086,M,1,12.8
100087,F,30,91.2
100088,M,75,78.3
100089,F,24,50.1
100090,F,24,63.3
100091,M,1,13.8
100092,M,22,93.1
100093,M,7,28.2
100094,F,66,113
100095,F,27,94.4
100096,F,15,39.5
100097,M,11,22.8
100098,M,61,117.3
100099,M,45,100.6
100100,M,32,78
100101,F,14,45.7
100102,M,41,95.5
100103,M,61,103.9
100104,M,1,14.3
100105,F,50,134.1
100106,M,10,29.7
100107,M,23,51.8
100108,F,27,71.5
100109,M,1,12.4
100110,M,26,76
100111,M,26,69
100112,F,57,50.6
100113,M,79,96.7
100114,M,79,73.8
100115,F,47,72.4
100116,F,63,58.7
100117,F,29,64.6
100118,M,78,72.7
100119,F,47,116.1
100120,M,1,9.5
100121,F,2,14.3
100122,M,65,93.3
100123,M,57,102.4
100124,F,5,17.2
100125,F,6,23.9
100126,M,4,17.5
100127,M,55,96
100128,M,47,133.4
100129,M,72,85.1
100130,M,10,77.9
100131,F,11,29.5
100132,F,17,51.1
100133,M,20,59.9
100134,F,14,62.6
100135,M,10,42.9
100136,M,67,112.7
100137,F,43,89.7
100138,F,1,9.9
100139,M,14,52.7
100140,F,10,44
100141,M,17,76.7
100142,M,72,77.8
100143,F,80,84.1
100144,F,33,78.7
100145,F,45,69.3
100146,M,6,20.7
100147,F,6,34.2
100148,F,22,61.2
100149,F,80,49.6
100150,F,51,66.9
100151,M,60,106.5
100152,F,34,73.6
100153,M,17,149.1
100154,M,66,83.8
100155,M,4,20.7
100156,F,10,NA
100157,F,5,37.3
100158,M,61,100.7
100159,M,6,25
100160,F,26,75.8
100161,F,7,36.9
100162,F,64,51.7
100163,F,69,83.6
100164,M,1,10.6
100165,M,56,71.9
100166,F,1,NA
100167,M,75,67
100168,M,51,75.6
100169,F,2,NA
100170,F,14,57
100171,F,28,70.7
100172,F,42,83.1
100173,M,47,87.1
100174,F,17,64.2
100175,M,33,87.8
100176,M,18,NA
100177,F,10,27.1
100178,F,40,77.6
100179,M,5,16.4
100180,M,45,116.2
100181,F,37,91.8
100182,M,5,16
100183,F,6,23.2
100184,M,7,29.6
100185,M,63,94.9
100186,M,32,126.5
100187,M,8,NA
100188,F,80,61
100189,M,44,NA
100190,F,32,98
100191,F,42,71.2
100192,M,56,93.9
100193,M,5,20.9
100194,M,60,87.8
100195,F,32,56.6
100196,F,32,66.5
100197,M,2,14.7
