SEQN,Gender,Age,BodyWeight
96292,F,4,15.9
96293,M,64,71.4
96294,F,15,64.3
96295,M,31,73.9
96296,F,72,50.6
96297,F,32,74.7
96298,M,17,67.8
96299,M,29,62.1
96300,F,7,20.5
96301,M,54,105.7
96302,M,72,81.4
96303,M,4,NA
96304,F,60,96.4
96305,M,12,31.7
96306,F,80,84.1
96307,F,0,5.9
96308,M,53,84.2
96309,F,76,49.4
96310,M,54,64.4
96311,F,19,54.6
96312,F,31,66.4
96313,F,29,56.9
96314,F,3,12.5
96315,M,13,57.4
96316,M,0,9.7
96317,M,68,120.8
96318,F,41,76.9
96319,F,70,87.4
96320,M,46,87.4
96321,M,69,47.3
96322,F,34,52.2
96323,M,63,79.5
96324,M,0,7
96325,F,26,73.1
96326,M,14,90.3
96327,F,10,45.3
96328,M,12,47.1
96329,F,42,64.5
96330,M,64,94.7
96331,M,6,NA
96332,M,49,58.5
96333,F,60,59.8
96334,F,10,48.7
96335,M,80,104.2
96336,M,74,76
96337,M,20,93.1
96338,F,19,NA
96339,F,71,61
96340,M,49,89
96341,M,7,30.6
96342,F,80,75.7
96343,M,8,39.4
96344,F,42,88.7
96345,M,13,82.9
96346,M,29,94.6
96347,F,15,50.5
96348,M,54,71.8
96349,M,76,106.4
96350,M,19,49.8
96351,M,60,80.5
96352,M,67,83.7
96353,M,1,12.3
96354,F,3,14.4
96355,F,20,39.1
96356,M,2,NA
96357,M,69,72.5
96358,F,48,66.4
96359,M,0,10.1
96360,F,72,67.4
96361,F,17,63.8
96362,F,61,69.9
96363,F,10,31.1
96364,F,6,15.5
96365,F,39,71.7
96366,F,61,117.9
96367,M,58,95.1
96368,F,31,103.9
96369,M,15,88.3
96370,F,77,59.9
96371,F,14,50.7
96372,M,50,84.9
96373,M,53,109.5
96374,F,16,58.8
96375,M,80,73.3
96376,M,12,41.4
96377,F,52,51.2
96378,M,7,24.1
96379,F,21,72.3
96380,M,43,99.7
96381,F,4,17.3
96382,M,29,62.8
96383,F,17,51.8
96384,M,0,4.8
96385,F,59,79.2
96386,M,62,68.2
96387,F,4,17.4
96388,M,18,NA
96389,F,77,57.1
96390,M,46,98.5
96391,M,16,97
96392,F,28,81.6
96393,M,71,87.8
96394,F,7,34.4
96395,F,10,NA
96396,M,38,98.2
96397,M,9,32.3
96398,M,32,97.8
96399,M,42,107.6
96400,M,32,84.9
96401,F,13,98.9
96402,M,18,101.6
96403,M,23,60
96404,F,74,67.8
96405,F,23,64.8
96406,F,73,92.8
96407,M,3,NA
96408,F,44,90.8
96409,F,80,NA
96410,M,14,48.3
96411,F,60,71.3
96412,F,11,36.5
96413,M,71,104.9
96414,M,1,12.2
96415,M,36,89
96416,F,42,69.8
96417,F,33,54.2
96418,F,15,46.7
96419,F,15,67.2
96420,M,60,76.7
96421,F,12,41.4
96422,F,66,64.3
96423,M,2,15.8
96424,M,1,11.6
96425,M,15,56.2
96426,M,80,92.1
96427,F,11,NA
96428,F,37,70.1
96429,M,80,NA
96430,M,8,29.5
96431,M,47,115.1
96432,F,47,56.4
96433,F,35,89.9
96434,F,3,17.2
96435,F,10,41.9
96436,M,74,99.8
96437,F,3,11.7
96438,M,0,NA
96439,M,63,73.5
96440,M,66,NA
96441,F,61,73.1
96442,M,14,93.1
96443,F,24,54
96444,F,21,NA
96445,M,66,102.4
96446,F,62,84.8
96447,M,0,7.9
96448,F,50,72.2
96449,F,61,80.4
96450,F,53,83.3
96451,F,80,NA
96452,M,38,73.2
96453,F,24,51.5
96454,M,1,NA
96455,M,34,145.2
96456,F,69,60.4
96457,M,58,98.7
96458,M,1,11.6
96459,F,5,16.7
96460,F,2,12.4
96461,M,3,15.6
96462,M,65,64.7
96463,M,26,62.3
96464,M,25,NA
96465,F,41,56.2
96466,F,31,60.4
96467,F,16,70.4
96468,F,66,77.2
96469,F,42,61.5
96470,M,47,77.7
96471,M,65,97.5
96472,M,5,22.8
96473,M,79,67.8
96474,F,37,52.3
96475,M,51,109.7
96476,F,37,148.6
96477,M,65,122.8
96478,M,18,59.6
96479,F,56,87.6
96480,M,65,52.1
96481,M,29,88.9
96482,M,11,45.1
96483,F,49,70.6
96484,M,27,63.5
96485,F,21,75.3
96486,M,77,99
96487,M,19,82.5
96488,M,62,79
96489,F,57,94.3
96490,F,39,54.3
96491,F,53,75.5
96492,M,4,15
96493,M,8,33.5
96494,M,5,20.9
96495,M,22,69.3
96496,M,1,9.2
96497,F,22,103.9
96498,M,10,55.4
96499,F,11,NA
96500,M,24,54.4
96501,M,50,124.1
96502,F,60,69.5
96503,F,72,70.3
96504,F,13,52.2
96505,F,40,120.8
96506,M,77,NA
96507,F,37,55.3
96508,F,46,71.2
96509,M,21,104.8
96510,F,32,74.6
96511,M,41,89.7
96512,M,64,102.3
96513,M,24,56.3
96514,F,80,60.3
96515,M,69,55.7
96516,F,18,64.9
96517,F,54,76.1
96518,F,14,65.2
96519,F,33,53.6
96520,M,6,22.2
96521,M,62,80.4
96522,F,52,48.7
96523,F,21,106.4
96524,M,8,26.5
96525,M,80,72
96526,M,63,NA
96527,M,6,26.2
96528,F,37,NA
96529,M,66,62.7
96530,M,8,25.9
96531,F,3,14.8
96532,F,45,105.1
96533,M,15,93
96534,F,48,60.8
96535,M,4,19
96536,M,9,28.4
96537,F,66,61.5
96538,F,51,83
96539,F,9,28.8
96540,M,66,60.9
96541,M,5,21.4
96542,F,17,51.6
96543,F,46,63.4
96544,M,13,45.5
96545,F,17,62.7
96546,M,44,92
96547,F,44,79.7
96548,F,28,70.8
96549,M,0,9.4
96550,M,15,66
96551,F,36,99.1
96552,M,43,80
96553,M,58,88
96554,M,31,146.6
96555,M,46,85.9
96556,F,0,5.7
96557,M,38,90.4
96558,M,29,95.3
96559,M,13,42.4
96560,M,71,54.5
96561,M,53,124.8
96562,F,9,46.2
96563,F,15,40.9
96564,F,57,NA
96565,F,18,110.9
96566,M,23,94
96567,F,2,14.6
96568,M,80,67.4
96569,M,77,78.8
96570,M,10,56
96571,F,58,119
96572,M,8,33.5
96573,F,46,75.2
96574,F,39,58.1
96575,M,0,9.3
96576,M,56,90
96577,M,9,46
96578,M,54,91.8
96579,F,10,36.3
96580,M,27,100.7
96581,M,9,32.9
96582,M,47,81.1
96583,M,79,79.3
96584,F,10,52.8
96585,M,62,75.1
96586,F,65,84.4
96587,M,30,191.4
96588,M,40,73.2
96589,F,15,80.8
96590,F,27,96.4
96591,M,1,11.3
96592,M,80,91.3
96593,M,30,77.5
96594,M,39,155.6
96595,F,64,70.1
96596,M,35,83.1
96597,F,4,17.6
96598,F,67,87.8
96599,M,72,90.7
96600,F,25,103.1
96601,M,3,NA
96602,M,80,85.6
96603,M,60,129.6
96604,F,35,NA
96605,M,40,NA
96606,M,14,58.4
96607,M,71,120.1
96608,M,30,73.2
96609,F,36,65.1
96610,F,34,51.9
96611,M,10,105.1
96612,F,5,21.6
96613,F,7,26.4
96614,M,79,68
96615,M,62,81.3
96616,M,51,69.2
96617,F,7,24.8
96618,F,36,57.2
96619,F,23,44.3
96620,M,2,14.4
96621,F,43,NA
96622,F,40,120.1
96623,M,53,78.7
96624,M,36,81.8
96625,M,26,66.9
96626,M,23,69.2
96627,F,3,NA
96628,M,32,104.4
96629,F,46,89.2
96630,M,41,111.6
96631,M,37,104.7
96632,F,80,NA
96633,M,65,81.4
96634,M,59,57.8
96635,M,2,17.4
96636,F,40,76.3
96637,M,17,80.6
96638,M,58,79.8
96639,M,78,68.5
96640,M,5,16.6
96641,M,35,94.3
96642,M,67,61.9
96643,M,2,13.2
96644,M,66,85.7
96645,M,27,NA
96646,M,44,73.3
96647,F,14,72.9
96648,M,67,NA
96649,M,51,132.3
96650,F,1,10.8
96651,F,49,110.4
96652,M,63,100.7
96653,M,28,86.2
96654,M,80,65.4
96655,M,13,77.6
96656,M,24,62.2
96657,M,26,85.9
96658,M,60,78.7
96659,F,58,68.8
96660,F,61,72.6
96661,F,24,53.9
96662,M,0,9.2
96663,F,20,57.4
96664,F,1,10.2
96665,F,1,12.2
96666,M,52,123.9
96667,M,69,94.6
96668,F,0,8.6
96669,F,55,42.5
96670,F,12,43.1
96671,F,37,65
96672,M,32,78.2
96673,M,6,24.7
96674,M,30,96.6
96675,F,18,87.2
96676,M,39,NA
96677,F,25,93.9
96678,F,1,11
96679,F,30,51.2
96680,F,6,23.3
96681,F,33,91.5
96682,M,10,36.9
96683,F,41,NA
96684,M,35,NA
96685,F,17,85.9
96686,M,9,NA
96687,F,80,71.7
96688,M,58,106.5
96689,F,11,51.1
96690,F,5,15
96691,M,5,19.5
96692,M,29,79.3
96693,F,18,47.2
96694,M,39,75.3
96695,F,25,68.2
96696,M,18,117
96697,M,25,74.3
96698,M,40,119.6
96699,F,59,87
96700,M,68,95.1
96701,M,74,67
96702,F,17,NA
96703,F,0,7.2
96704,F,80,82.1
96705,M,40,75.7
96706,M,40,86.2
96707,F,64,70
96708,F,52,77
96709,M,1,11.1
96710,F,19,NA
96711,F,36,66.4
96712,F,80,80.6
96713,M,74,NA
96714,M,0,7.7
96715,M,13,75.5
96716,F,3,19
96717,M,0,NA
96718,M,80,66.9
96719,F,50,124.8
96720,M,80,98.4
96721,F,32,144.6
96722,M,68,153.9
96723,F,38,51.9
96724,F,8,27.7
96725,F,33,79.3
96726,F,61,198.7
96727,F,76,91.1
96728,M,6,25.2
96729,F,8,21.1
96730,F,53,64.7
96731,M,41,103.1
96732,M,57,111.1
96733,F,12,48
96734,F,19,62.5
96735,M,3,20
96736,M,72,84.8
96737,F,34,52.6
96738,M,1,11.9
96739,M,20,95.1
96740,M,27,105.8
96741,F,10,54.6
96742,M,6,NA
96743,M,33,147.1
96744,M,33,133.7
96745,F,52,136.6
96746,M,17,83.7
96747,F,0,5.8
96748,F,37,97.7
96749,M,8,33.4
96750,F,53,80.2
96751,F,12,73.6
96752,F,54,NA
96753,M,78,76.9
96754,F,79,52.7
96755,F,80,NA
96756,F,23,88.1
96757,F,12,NA
96758,M,47,131.3
96759,F,19,123
96760,M,48,118.1
96761,F,7,25.2
96762,M,8,54.3
96763,M,14,58.3
96764,M,27,54.8
96765,F,12,59.7
96766,F,52,91.6
96767,M,1,NA
96768,F,56,79.4
96769,F,1,NA
96770,F,78,68
96771,F,67,68.8
96772,F,2,NA
96773,F,5,28.9
96774,F,28,52.3
96775,F,80,51.2
96776,M,19,57
96777,M,60,150.7
96778,F,17,71.7
96779,M,0,9.6
96780,M,80,79.2
96781,M,7,23.8
96782,M,10,NA
96783,F,58,60.6
96784,M,74,63.4
96785,F,80,NA
96786,M,28,NA
96787,F,79,64.1
96788,F,29,106.8
96789,F,80,64.3
96790,M,34,NA
96791,F,1,10.9
96792,F,61,71.6
96793,M,54,107
96794,M,8,28.4
96795,M,22,137.2
96796,M,78,NA
96797,F,8,30.2
96798,M,70,115.7
96799,M,75,81.7
96800,M,53,90.1
96801,M,5,22.7
96802,F,5,16.8
96803,M,4,17.4
96804,M,67,125.3
96805,F,64,100.9
96806,M,14,63.5
96807,M,0,5
96808,M,5,18.6
96809,M,80,85.4
96810,F,39,65.1
96811,F,35,78.5
96812,M,72,60
96813,M,30,90
96814,F,0,7.1
96815,M,77,89.5
96816,F,60,68.9
96817,F,13,54.4
96818,M,49,76.4
96819,F,6,22
96820,M,47,99.1
96821,M,21,78
96822,M,19,60.7
96823,M,18,58.6
96824,M,3,12.8
96825,M,29,NA
96826,M,29,85.9
96827,M,73,78
96828,M,11,34.7
96829,F,38,88.8
96830,M,63,99.9
96831,F,4,19
96832,M,0,9.9
96833,F,34,167.5
96834,M,77,103.1
96835,F,68,75.9
96836,F,59,109.3
96837,M,8,26.5
96838,F,32,74.7
96839,F,22,132.2
96840,M,67,85.6
96841,M,74,61.1
96842,F,75,85.4
96843,M,16,89.3
96844,M,55,73.6
96845,F,0,10.3
96846,F,5,18.6
96847,F,44,53.4
96848,F,56,125.1
96849,F,11,51.2
96850,M,17,72.1
96851,F,61,66
96852,M,35,107.5
96853,F,0,5.6
96854,F,38,52.3
96855,F,80,86.6
96856,M,5,21.3
96857,F,1,8.7
96858,M,11,43.6
96859,M,17,50.6
96860,F,22,74.2
96861,M,11,67.2
96862,F,51,101.7
96863,M,56,103.7
96864,F,6,18.1
96865,F,28,67.4
96866,M,80,70.9
96867,F,5,24.4
96868,F,42,62.4
96869,M,49,136.1
96870,F,61,NA
96871,M,72,87.6
96872,M,2,17.1
96873,F,80,109.9
96874,F,55,67.3
96875,F,56,135
96876,F,60,86.5
96877,M,60,92.3
96878,M,80,100.5
96879,F,25,85
96880,F,0,3.5
96881,F,16,86.8
96882,F,44,76.6
96883,F,66,NA
96884,F,55,70.2
96885,M,24,85
96886,F,1,11.5
96887,F,57,65.1
96888,F,4,18.9
96889,F,5,16.9
96890,M,20,66.8
96891,M,41,86.9
96892,F,65,71
96893,M,42,86.7
96894,M,48,122.4
96895,F,60,67.6
96896,F,80,57.2
96897,M,15,53.1
96898,M,56,88
96899,M,21,82.3
96900,M,24,74.1
96901,F,33,64.1
96902,M,75,69.6
96903,M,51,70.2
96904,F,8,28.2
96905,F,3,14.9
96906,M,74,94.2
96907,F,35,105.6
96908,F,73,63.2
96909,M,38,NA
96910,F,10,41.1
96911,F,4,15
96912,M,50,125.2
96913,F,25,58.5
96914,F,4,18.2
96915,M,49,105.8
96916,F,69,91.7
96917,M,3,16.2
96918,M,7,32.6
96919,F,12,31.2
96920,F,0,3.9
96921,M,57,140
96922,M,57,97.6
96923,F,9,29
96924,F,16,57.3
96925,M,27,108.1
96926,M,59,77.2
96927,M,70,100.8
96928,M,71,59.9
96929,F,7,19.9
96930,M,70,68.3
96931,F,10,26.3
96932,M,1,13.1
96933,M,59,65.2
96934,F,55,39.9
96935,M,41,105.5
96936,F,7,41.8
96937,M,13,62.2
96938,F,65,65.8
96939,F,32,75.9
96940,F,59,56.1
96941,F,39,89.6
96942,M,15,67.6
96943,M,9,25.2
96944,F,70,71.7
96945,M,18,121.4
96946,M,77,76.5
96947,F,11,NA
96948,M,33,176.5
96949,F,0,10.5
96950,F,6,45.2
96951,F,36,92
96952,F,63,53.2
96953,F,60,97.1
96954,M,55,76.7
96955,M,64,79.9
96956,M,70,83.7
96957,M,9,26
96958,F,24,104.5
96959,M,33,75.4
96960,F,47,126.4
96961,M,15,57.9
96962,F,71,62.8
96963,F,6,27
96964,F,65,77
96965,M,52,82.8
96966,F,25,67.9
96967,F,21,48.1
96968,M,13,93.2
96969,M,38,73.1
96970,F,49,51.1
96971,M,16,77.3
96972,F,62,68.1
96973,M,77,NA
96974,M,2,13.6
96975,F,30,58.9
96976,M,63,74.6
96977,F,7,19.7
96978,M,60,83.9
96979,F,34,82.8
96980,M,15,82.5
96981,M,13,88.4
96982,M,78,NA
96983,M,80,88
96984,F,38,101.3
96985,F,80,79.1
96986,M,0,10.8
96987,F,51,NA
96988,M,3,18.4
96989,F,64,86.6
96990,M,30,92.6
96991,F,4,18.3
96992,M,28,73
96993,M,52,149.8
96994,M,61,146.8
96995,F,6,23.4
96996,F,38,79
96997,M,9,34.3
96998,F,68,106.3
96999,F,2,13
97000,M,33,84.7
97001,M,11,52.8
97002,F,4,17.2
97003,M,20,66.1
97004,F,16,46.7
97005,M,0,8.2
97006,M,5,15.8
97007,M,6,24.4
97008,M,13,80.3
97009,M,30,67.5
97010,F,36,NA
97011,F,26,71.1
97012,F,14,48.2
97013,M,50,86.8
97014,F,4,18.1
97015,F,72,93.3
97016,F,4,14.9
97017,F,66,73.2
97018,M,27,63.3
97019,M,44,70.3
97020,M,12,NA
97021,M,27,91.1
97022,M,46,66.2
97023,F,80,46.9
97024,F,55,68.2
97025,F,36,67.5
97026,F,80,63.6
97027,F,26,59.7
97028,M,17,124
97029,M,55,73.4
97030,F,57,84.8
97031,M,70,86.7
97032,M,50,88
97033,M,12,97.8
97034,F,31,57.1
97035,F,36,82.7
97036,F,28,71.4
97037,M,32,79.6
97038,F,53,46.4
97039,M,76,76.3
97040,F,58,69.3
97041,F,26,84.7
97042,F,33,65.5
97043,F,17,56.9
97044,F,30,39.6
97045,M,8,29.4
97046,M,61,106.8
97047,M,9,24.9
97048,F,34,85.1
97049,M,52,83.9
97050,M,13,57.6
97051,M,68,55.1
97052,M,7,24.4
97053,F,4,18.2
97054,M,40,93
97055,M,53,103.1
97056,F,72,84.6
97057,F,26,57.2
97058,F,80,102.7
97059,M,44,123.8
97060,M,20,85.3
97061,M,1,12.6
97062,M,4,18.3
97063,M,51,53.4
97064,M,24,87.5
97065,M,42,115.2
97066,M,0,6.8
97067,M,59,69.8
97068,F,2,14.1
97069,F,14,79.5
97070,M,16,83.9
97071,F,31,81.5
97072,M,2,11.6
97073,M,44,NA
97074,F,0,5.1
97075,F,18,96.3
97076,M,19,123.5
97077,F,52,131.6
97078,F,28,53.4
97079,F,5,24.9
97080,F,80,46.9
97081,F,41,NA
97082,F,0,7.5
97083,M,0,8.6
97084,M,2,NA
97085,F,0,7.1
97086,F,0,7
97087,F,7,40.2
97088,M,60,90.8
97089,F,80,NA
97090,M,10,54.7
97091,F,9,29
97092,F,31,131.7
97093,F,35,111
97094,F,30,55.4
97095,F,44,76
97096,F,69,82.4
97097,M,53,118.9
97098,M,19,64.3
97099,F,77,77.9
97100,F,22,115.8
97101,F,2,12.7
97102,F,70,49.6
97103,F,31,119.6
97104,M,38,93.3
97105,M,56,96.1
97106,F,20,48.4
97107,M,49,107.8
97108,M,51,83.6
97109,F,74,96.7
97110,M,10,27.4
97111,M,43,92.6
97112,M,16,56.1
97113,F,2,13.2
97114,F,17,56.9
97115,M,65,84.6
97116,F,23,76.9
97117,F,63,56
97118,M,72,108.8
97119,F,3,14.3
97120,F,80,67.8
97121,F,44,101.8
97122,F,29,110.2
97123,F,45,55.8
97124,F,62,70.2
97125,M,57,110.5
97126,M,3,13.5
97127,M,19,91.6
97128,F,29,84.9
97129,F,40,61.4
97130,M,19,80.2
97131,F,53,79.7
97132,F,0,NA
97133,F,65,63.6
97134,F,0,8
97135,M,14,65.5
97136,M,0,9
97137,F,39,57.5
97138,F,47,67.7
97139,M,29,64.9
97140,F,43,80.7
97141,M,11,NA
97142,F,44,79.6
97143,M,61,95.1
97144,M,18,75.1
97145,F,46,162.9
97146,F,19,50.3
97147,F,37,54.5
97148,F,4,20
97149,F,66,53.5
97150,M,58,84.1
97151,F,6,20.8
97152,F,45,77.9
97153,M,30,102.6
97154,M,3,16.2
97155,M,52,112.2
97156,F,45,84.7
97157,M,23,64.4
97158,M,1,9.6
97159,F,6,21.2
97160,F,16,48.9
97161,M,60,NA
97162,F,56,NA
97163,M,55,58.8
97164,M,62,47.9
97165,F,66,105.9
97166,F,40,68.6
97167,F,13,49.9
97168,M,54,63.7
97169,F,67,87.9
97170,M,10,35.2
97171,F,74,57.3
97172,F,6,27.3
97173,F,18,64.6
97174,F,26,49.8
97175,M,7,20.9
97176,F,58,86
97177,M,41,108.3
97178,F,55,87.3
97179,F,13,NA
97180,F,80,68.7
97181,M,65,73
97182,M,19,66.5
97183,F,27,66.8
97184,F,19,79.2
97185,F,9,46.7
97186,M,46,116.9
97187,M,14,71.7
97188,F,80,NA
97189,M,71,117.3
97190,F,0,7.5
97191,F,44,80.8
97192,F,67,71.6
97193,M,28,107.5
97194,M,69,67
97195,M,0,8.2
97196,F,1,13
97197,F,61,83.6
97198,F,73,65.3
97199,M,15,84.5
97200,M,56,71.1
97201,M,60,65.1
97202,M,6,19.9
97203,M,0,9.4
97204,F,80,68.5
97205,F,1,10.9
97206,M,69,92
97207,F,2,14.8
97208,M,30,79.6
97209,F,71,74.6
97210,M,47,93.2
97211,F,54,NA
97212,M,13,96.6
97213,F,7,20.7
97214,M,0,7.1
97215,F,71,57.1
97216,F,69,119.4
97217,F,29,60
97218,M,15,54.8
97219,M,10,44.1
97220,M,11,41.7
97221,M,78,66.6
97222,F,53,128.1
97223,M,26,83
97224,F,72,59.7
97225,F,80,102.8
97226,F,1,16
97227,F,4,17.2
97228,M,49,98.8
97229,F,80,64.5
97230,M,10,42.8
97231,F,27,75
97232,M,16,73.8
97233,M,69,63.4
97234,F,32,90.8
97235,F,35,83
97236,M,45,73.8
97237,F,80,74.8
97238,F,8,28.3
97239,F,13,58.4
97240,F,17,59.5
97241,M,16,53
97242,M,75,86.3
97243,F,9,31.2
97244,F,13,62.7
97245,M,39,81
97246,F,6,24.4
97247,M,45,87.3
97248,F,68,57
97249,F,20,84.5
97250,M,32,82.7
97251,M,41,83
97252,F,69,83.7
97253,F,57,83.8
97254,M,1,12.1
97255,M,29,73.3
97256,M,57,65.1
97257,F,26,95.2
97258,F,13,47.8
97259,M,57,63.9
97260,F,45,71.6
97261,M,19,87.2
97262,F,16,56
97263,F,41,55.3
97264,F,67,88.2
97265,M,8,30.2
97266,M,43,86.6
97267,M,6,20.3
97268,M,80,63.7
97269,F,10,NA
97270,F,36,72.1
97271,F,7,41.9
97272,F,80,75.5
97273,M,12,NA
97274,M,80,81.8
97275,F,39,62.2
97276,F,0,10
97277,M,47,99
97278,F,27,74.8
97279,F,17,53
97280,M,48,88.2
97281,F,11,57.8
97282,F,65,71.1
97283,M,52,NA
97284,F,52,77.1
97285,M,19,NA
97286,M,2,13.8
97287,F,17,65.1
97288,F,3,13.6
97289,F,48,75
97290,M,11,49.1
97291,F,11,30.7
97292,M,15,57.5
97293,F,27,66.2
97294,M,0,10
97295,F,2,13
97296,M,2,12.4
97297,F,62,79.9
97298,F,14,66.1
97299,M,59,93.3
97300,M,0,4.9
97301,M,64,87.4
97302,M,12,41.8
97303,F,8,27.5
97304,F,26,95.6
97305,M,64,90.4
97306,F,20,85.3
97307,M,63,124
97308,F,51,94.6
97309,F,2,14.7
97310,F,2,17
97311,M,1,12.8
97312,F,5,17.2
97313,F,18,57.1
97314,F,29,74.8
97315,M,13,52.9
97316,M,27,95.7
97317,F,0,8.4
97318,F,0,8.7
97319,M,32,99.2
97320,M,65,56
97321,M,37,68.6
97322,F,32,110.6
97323,F,67,54.1
97324,F,19,42.3
97325,F,27,60.8
97326,M,64,79.6
97327,M,76,81.5
97328,F,9,47.9
97329,F,17,52.2
97330,M,72,129.3
97331,F,3,13.3
97332,F,80,58.4
97333,F,48,55
97334,F,72,56.3
97335,F,12,62
97336,F,58,43
97337,M,71,83.6
97338,F,37,98.1
97339,M,80,78.5
97340,F,9,33.3
97341,M,9,37
97342,F,50,NA
97343,F,57,73
97344,M,11,33.2
97345,M,18,62
97346,F,4,16.8
97347,M,0,10
97348,F,68,62.6
97349,F,31,71.5
97350,F,10,31.3
97351,F,12,66.5
97352,M,45,61.6
97353,M,80,61.8
97354,F,31,105
97355,F,0,4.4
97356,F,29,81.5
97357,M,62,118.3
97358,F,16,82.5
97359,F,17,42.3
97360,M,63,120.9
97361,M,54,111.1
97362,M,22,82.9
97363,M,4,19.2
97364,F,33,58.1
97365,F,49,52.4
97366,M,11,59.5
97367,F,61,90.1
97368,F,9,34
97369,F,54,NA
97370,F,62,82.6
97371,F,57,74.1
97372,F,17,85.9
97373,F,41,86.7
97374,M,65,124.3
97375,M,71,117.3
97376,F,80,NA
97377,F,15,59.1
97378,F,19,109.7
97379,M,38,74.4
97380,M,22,NA
97381,M,69,121.7
97382,M,36,84.5
97383,M,54,73.6
97384,M,31,91.3
97385,F,12,51.8
97386,M,60,137.7
97387,M,13,40.2
97388,F,66,98.8
97389,M,80,80
97390,M,76,106.5
97391,M,67,70.5
97392,F,19,83.7
97393,M,3,18.8
97394,M,15,60.1
97395,M,16,63.7
97396,M,47,67.1
97397,F,80,67.5
97398,M,69,75.6
97399,F,6,25
97400,M,19,60
97401,M,10,41.9
97402,F,23,50.7
97403,M,80,73.6
97404,F,9,41.9
97405,F,4,17.1
97406,F,7,23.9
97407,M,55,107.2
97408,M,67,103.8
97409,M,32,81.5
97410,F,46,46
97411,F,15,67.7
97412,M,73,92.8
97413,M,9,36.7
97414,M,3,20.5
97415,M,54,68.1
97416,M,9,28.7
97417,F,77,57.8
97418,F,47,75.1
97419,F,55,54.3
97420,M,51,86.6
97421,F,6,18.1
97422,M,80,55
97423,F,32,97.9
97424,F,38,99.8
97425,M,19,58.7
97426,M,4,16.9
97427,M,9,30.6
97428,M,77,88.9
97429,M,51,74.1
97430,M,32,101.6
97431,F,11,41.9
97432,M,19,74.5
97433,F,4,20.9
97434,F,0,8.2
97435,M,4,17.3
97436,M,45,81.4
97437,M,48,72.8
97438,M,11,34.5
97439,M,3,14
97440,F,7,27.8
97441,M,61,78.3
97442,F,6,21.2
97443,F,56,82.6
97444,M,58,60.7
97445,M,51,96.9
97446,M,52,70.5
97447,F,57,NA
97448,M,15,42.9
97449,F,37,93
97450,F,27,119
97451,F,34,73.9
97452,F,47,71.2
97453,M,67,NA
97454,M,9,39.4
97455,F,80,84.7
97456,F,38,76.3
97457,F,4,16.2
97458,F,35,101.7
97459,M,1,10.2
97460,F,61,60
97461,F,5,22.7
97462,M,50,84.2
97463,F,34,45.7
97464,M,55,122.1
97465,M,38,94.4
97466,F,4,17
97467,F,9,32.8
97468,M,46,69.6
97469,F,28,62
97470,F,8,23.7
97471,F,80,67
97472,M,57,62.7
97473,M,53,58.1
97474,M,20,98.3
97475,M,11,38.5
97476,F,0,9.4
97477,F,11,36.7
97478,F,47,76.1
97479,F,2,13.5
97480,F,0,6
97481,M,80,78.7
97482,F,70,130
97483,M,19,112
97484,M,56,96.8
97485,F,33,66.5
97486,F,69,94.1
97487,F,53,59.7
97488,F,80,119.6
97489,F,2,11.2
97490,M,17,66.9
97491,F,4,16.1
97492,M,45,70.2
97493,F,2,11.5
97494,F,9,25.7
97495,F,43,168.9
97496,F,11,66.4
97497,M,24,84.6
97498,F,11,57.5
97499,F,4,19.7
97500,F,74,144.7
97501,F,54,95.6
97502,M,80,NA
97503,M,9,40.9
97504,M,10,34
97505,M,73,60.9
97506,M,69,81.2
97507,F,20,51.9
97508,M,29,NA
97509,F,47,101
97510,F,61,98.7
97511,M,4,23.6
97512,M,80,69.4
97513,M,54,117.8
97514,F,7,19.8
97515,F,69,NA
97516,F,62,80.3
97517,M,16,63.4
97518,M,80,73.8
97519,M,33,NA
97520,F,57,123.4
97521,M,53,151.1
97522,F,20,57.1
97523,M,80,73
97524,F,44,61.1
97525,F,11,46.1
97526,F,33,71.7
97527,M,63,106.5
97528,F,12,NA
97529,F,5,19.6
97530,F,11,40.3
97531,F,23,86.2
97532,M,28,68.6
97533,M,30,73.3
97534,M,0,9.1
97535,F,63,72.6
97536,M,80,71
97537,F,39,103.6
97538,F,54,79.7
97539,M,41,118.3
97540,F,2,15.8
97541,M,38,NA
97542,F,7,27.9
97543,M,0,8
97544,M,19,94.9
97545,F,12,82.4
97546,M,5,21.5
97547,F,11,62.4
97548,F,50,56.3
97549,F,13,70
97550,F,47,63.1
97551,F,13,54.6
97552,F,12,NA
97553,F,0,10.2
97554,M,49,77.9
97555,F,48,76.5
97556,M,1,12.6
97557,F,64,77.2
97558,F,56,65
97559,M,0,10.3
97560,M,55,79.3
97561,M,46,100.7
97562,M,8,24.2
97563,F,61,56
97564,M,15,105.6
97565,M,0,9.4
97566,M,0,5
97567,F,1,10.1
97568,M,41,90.2
97569,M,42,98.2
97570,F,50,84.1
97571,M,54,57
97572,M,50,95
97573,F,62,61.8
97574,F,44,53.8
97575,F,24,53.8
97576,M,32,103
97577,F,56,65.2
97578,M,41,62.9
97579,F,2,10.5
97580,M,26,71.6
97581,M,23,NA
97582,M,63,85.7
97583,F,9,22.1
97584,F,15,102.3
97585,M,21,75.4
97586,F,8,34.5
97587,F,8,37.3
97588,M,56,73.5
97589,F,19,57.4
97590,M,69,NA
97591,M,29,67.3
97592,M,63,76.5
97593,F,60,120.2
97594,F,56,48.8
