source.type,pucid,product,form,prevalence,freq,indoor,dietary,migration,dirderm,diringest,dirinhaer,dirinhvap,downthedrain,indir.fug,indir.y0
product,PC.1700.010,hand/body lotion,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1700.010,hand/body lotion,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1800.010,glitter,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.1800.010,glitter,paste,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.1900.010,hair bleach,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.010,hair bleach,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.010,hair bleach,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.010,hair bleach,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.020,hair color,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.020,hair color,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.020,hair color,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.020,hair color,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.030,hair color - permanent,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.030,hair color - permanent,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.030,hair color - permanent,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.030,hair color - permanent,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.040,hair color - professional,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.040,hair color - professional,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.040,hair color - professional,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.040,hair color - professional,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.050,hair color - temporary,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1900.050,hair color - temporary,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.1900.050,hair color - temporary,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1900.050,hair color - temporary,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1900.050,hair color - temporary,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1900.060,hair color activator,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1900.060,hair color activator,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1900.060,hair color activator,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1900.070,hair color developer,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1900.070,hair color developer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1900.070,hair color developer,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1900.080,hair color toner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.080,hair color toner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.080,hair color toner,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1900.080,hair color toner,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.070,dry shampoo,powder,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.2000.070,dry shampoo,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,PC.2000.080,ethnic hair care,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.080,ethnic hair care,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.080,ethnic hair care,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.080,ethnic hair care,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2000.090,hair conditioner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2000.090,hair conditioner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2000.090,hair conditioner,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2000.100,hair conditioner - leave-in,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.100,hair conditioner - leave-in,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.100,hair conditioner - leave-in,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.100,hair conditioner - leave-in,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2000.110,hair conditioning treatment,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.110,hair conditioning treatment,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.110,hair conditioning treatment,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.110,hair conditioning treatment,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2000.120,hair conditioning treatment - professional,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.120,hair conditioning treatment - professional,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.120,hair conditioning treatment - professional,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2000.120,hair conditioning treatment - professional,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2000.130,hair relaxer,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2000.130,hair relaxer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2000.130,hair relaxer,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2000.140,hair spray,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,PC.2000.140,hair spray,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0
product,PC.2000.150,hair styling,foam,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.150,hair styling,gel,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.150,hair styling,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.150,hair styling,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.150,hair styling,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,PC.2000.150,hair styling,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,PC.2000.180,lice shampoo,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.2000.180,lice shampoo,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0
product,PC.2000.190,scalp treatment,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,PC.2000.190,scalp treatment,gel,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.190,scalp treatment,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.190,scalp treatment,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.190,scalp treatment,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2000.190,scalp treatment,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,PC.2000.210,shampoo,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2000.210,shampoo,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.210,shampoo,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.210,shampoo,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.210,shampoo,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.200,shampoo - dandruff,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2000.200,shampoo - dandruff,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.200,shampoo - dandruff,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.200,shampoo - dandruff,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2000.200,shampoo - dandruff,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2200.010,liniment,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2200.010,liniment,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2200.010,liniment,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2200.010,liniment,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2200.010,liniment,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2300.010,blush/bronzer,paste,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.2300.010,blush/bronzer,powder,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.2300.020,cosmetic tool cleaner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.020,cosmetic tool cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.020,cosmetic tool cleaner,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.020,cosmetic tool cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2300.030,eye liner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.030,eye liner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.030,eye liner,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.040,eye makeup,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.040,eye makeup,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.040,eye makeup,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.050,eye shadow,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.050,eye shadow,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.050,eye shadow,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.050,eye shadow,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2300.060,face powder,powder,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.2300.070,foundation/concealer,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.070,foundation/concealer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.070,foundation/concealer,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.080,lip balm,gel,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.2300.080,lip balm,paste,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.2300.090,lip color,gel,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.2300.090,lip color,paste,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.2300.100,lip gloss,gel,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.2300.100,lip gloss,liquid,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.2300.110,lip liner,paste,1,1,1,0,0,1,1,0,1,1,1,0
product,PC.2300.120,makeup primer,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.120,makeup primer,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.120,makeup primer,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.120,makeup primer,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.120,makeup primer,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2300.130,makeup remover,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2300.130,makeup remover,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.130,makeup remover,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.130,makeup remover,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2300.130,makeup remover,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2300.140,makeup set,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,PC.2300.140,makeup set,gel,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2300.140,makeup set,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2300.140,makeup set,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2300.140,makeup set,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,PC.2300.140,makeup set,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,PC.2300.150,mascara,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.2300.150,mascara,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.2300.160,toner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.160,toner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2300.160,toner,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,PC.2400.010,nail adhesive,gel,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.2400.020,nail polish,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,PC.2400.020,nail polish,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2400.020,nail polish,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2400.030,nail polish remover,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2400.030,nail polish remover,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2400.030,nail polish remover,wipes,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2400.040,other nail products,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2400.040,other nail products,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2400.040,other nail products,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2400.040,other nail products,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2500.010,self-tanner,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,PC.2500.010,self-tanner,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2500.010,self-tanner,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2600.010,sexual wellness,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2600.010,sexual wellness,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2600.010,sexual wellness,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2600.010,sexual wellness,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2600.010,sexual wellness,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2700.040,aftershave,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2700.040,aftershave,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2700.040,aftershave,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2700.040,aftershave,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2700.050,clipper lubricant/cleaner,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.2700.060,depilatory,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2700.060,depilatory,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2700.060,depilatory,foam spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.2700.060,depilatory,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2700.060,depilatory,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.2700.070,shaving cream,foam,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2700.070,shaving cream,foam spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.2700.070,shaving cream,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.2700.070,shaving cream,solid,0.25,4,1,0,0,1,0,0,1,0,1,0
product,PC.2700.080,waxing,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2700.080,waxing,hot melt,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.2700.080,waxing,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
